src:port,sep,dst:port,inframes,inbytes,outframes,outbytes,totalframes,totalbytes,relstart,duration
230.102.130.25:41766,<->,133.178.227.207:9042,0,0,82,18438,82,18438,0.170911000,1.6520
230.102.130.52:40809,<->,133.178.227.192:9042,0,0,81,30635,81,30635,0.053179000,1.9424
230.102.130.22:37218,<->,133.178.227.200:9042,0,0,80,61882,80,61882,0.029645000,1.9503
204.131.179.159:61640,<->,39.15.146.228:ipsec-nat-t,0,0,79,9596,79,9596,0.074676000,1.7273
223.143.15.189:58485,<->,92.27.27.165:16762,0,0,78,114660,78,114660,0.212845000,1.3017
89.183.104.175:49751,<->,223.138.87.163:16431,78,4170,0,0,78,4170,0.185415000,1.6680
42.27.151.57:51413,<->,89.183.104.243:11145,0,0,77,4799,77,4799,0.028416000,1.9570
201.67.203.4:58893,<->,109.112.164.42:ipsec-nat-t,0,0,74,9400,74,9400,0.104665000,1.8627
144.93.125.49:62448,<->,144.93.121.10:21154,0,0,72,14688,72,14688,0.561589000,1.4300
144.93.125.49:43916,<->,144.93.121.10:39500,0,0,72,14688,72,14688,0.557594000,1.4300
130.42.61.8:13198,<->,144.93.121.10:10468,0,0,71,14484,71,14484,0.304881000,1.6782
144.93.121.50:43216,<->,144.93.120.177:19936,68,13872,0,0,68,13872,0.015297000,1.3399
109.1.45.197:54661,<->,99.167.41.210:trivnet1,67,11936,0,0,67,11936,0.016779000,1.9793
230.102.130.14:58088,<->,133.178.227.198:9043,0,0,67,20592,67,20592,0.000400000,1.9991
146.188.124.240:54941,<->,39.23.131.210:domain,0,0,66,4030,66,4030,1.944340000,0.0517
92.27.27.185:45441,<->,27.233.131.196:39864,66,3943,0,0,66,3943,0.078802000,1.6807
109.222.230.140:23489,<->,224.250.33.165:intecom-ps1,64,18634,0,0,64,18634,0.014003000,1.9515
217.48.45.61:43191,<->,109.222.212.23:14758,0,0,64,67028,64,67028,0.013661000,1.9801
42.145.216.142:34689,<->,89.183.104.233:18213,0,0,63,88981,63,88981,0.275654000,1.7000
97.126.89.196:61000,<->,121.209.129.56:24557,63,91192,0,0,63,91192,0.022373000,1.9384
107.127.56.45:52397,<->,144.70.194.19:ipsec-nat-t,0,0,62,12632,62,12632,0.038739000,1.9464
92.28.243.121:udt-os,<->,80.41.50.144:udt-os,0,0,62,72447,62,72447,0.022882000,1.9101
102.50.97.18:40500,<->,207.178.235.42:29615,62,62341,0,0,62,62341,0.008476000,1.9907
109.222.221.183:ntp,<->,218.113.73.124:ssh,62,3100,0,0,62,3100,0.001178000,1.9714
98.128.99.20:xbox,<->,92.27.209.220:xbox,0,0,61,7967,61,7967,0.018947000,1.9524
158.10.218.189:23546,<->,92.27.219.33:l2f,0,0,60,15230,60,15230,0.225141000,1.6779
192.64.227.200:33058,<->,0.239.41.218:31463,60,3414,0,0,60,3414,0.113670000,1.8328
8.229.117.238:61584,<->,92.27.27.165:http-alt,0,0,60,90240,60,90240,0.081566000,1.8529
109.110.71.152:59765,<->,247.136.136.4:51908,0,0,60,85040,60,85040,0.077890000,1.8656
92.27.219.243:56245,<->,144.79.8.124:27037,60,40355,0,0,60,40355,0.022155000,1.9696
116.92.246.189:45110,<->,92.27.219.207:44296,0,0,59,3068,59,3068,0.110482000,1.4687
8.163.119.245:56603,<->,92.27.219.139:http-alt,0,0,59,87320,59,87320,0.053491000,1.9379
117.73.204.10:xbox,<->,80.41.58.244:xbox,0,0,59,7112,59,7112,0.013080000,1.9523
122.158.69.69:51259,<->,215.158.238.153:lansource,0,0,59,25826,59,25826,0.012355000,1.9834
127.101.167.95:39180,<->,89.183.104.147:10746,0,0,59,83472,59,83472,0.007190000,1.9813
122.140.135.247:55342,<->,89.183.104.135:32498,0,0,58,3058,58,3058,0.099621000,1.7454
143.120.91.175:50864,<->,246.253.253.211:https,0,0,58,8738,58,8738,0.086423000,1.9019
103.248.168.73:xbox,<->,92.27.209.222:xbox,0,0,58,7532,58,7532,0.009390000,1.9875
220.18.60.199:xbox,<->,92.27.209.213:xbox,0,0,57,7061,57,7061,0.033653000,1.9470
60.100.96.242:64694,<->,210.221.109.12:61346,0,0,57,10392,57,10392,0.003766000,1.9676
92.42.46.202:xbox,<->,92.27.209.220:xbox,0,0,56,7436,56,7436,0.009826000,1.9837
97.120.1.114:xbox,<->,92.27.209.212:xbox,0,0,56,6633,56,6633,0.009033000,1.9863
92.27.209.173:34080,<->,82.155.227.130:xbox,55,8112,0,0,55,8112,0.024845000,1.9703
222.12.110.202:36451,<->,92.27.209.213:xbox,0,0,55,6246,55,6246,0.023981000,1.9509
230.102.130.22:64732,<->,133.178.227.216:9043,0,0,55,16191,55,16191,0.019502000,1.9601
230.102.130.20:52540,<->,133.178.227.200:9042,0,0,55,36324,55,36324,0.013446000,1.9480
103.6.186.36:23460,<->,92.27.209.217:xbox,0,0,55,6404,55,6404,0.009975000,1.9500
110.85.114.41:41775,<->,247.136.187.136:33560,0,0,54,2808,54,2808,0.958450000,1.0177
116.74.122.224:28944,<->,92.27.27.175:20836,0,0,54,2958,54,2958,0.196163000,1.6581
92.27.209.115:34360,<->,92.2.166.138:xbox,54,6048,0,0,54,6048,0.025765000,1.9520
110.88.88.65:xbox,<->,92.27.209.213:xbox,0,0,54,8701,54,8701,0.010973000,1.9580
42.64.170.221:26560,<->,89.183.104.234:http-alt,0,0,53,79712,53,79712,0.064467000,1.9151
92.27.209.140:18140,<->,108.38.132.20:xbox,53,7088,0,0,53,7088,0.029269000,1.9654
226.61.137.133:xbox,<->,92.27.209.217:xbox,0,0,53,6861,53,6861,0.026502000,1.9480
42.189.76.202:51850,<->,80.40.59.129:17569,0,0,52,67942,52,67942,0.093338000,1.7391
109.1.15.193:59759,<->,121.14.135.231:22060,52,73604,0,0,52,73604,0.034397000,1.9550
92.27.209.140:34460,<->,110.50.143.159:xbox,52,7584,0,0,52,7584,0.016999000,1.9505
247.157.15.209:16402,<->,215.158.215.54:slim-devices,52,20270,0,0,52,20270,0.008978000,1.9899
192.67.152.25:52613,<->,98.23.121.94:http-alt,51,18639,0,0,51,18639,0.041236000,1.9466
220.55.175.209:33050,<->,159.46.22.47:xbox,50,6688,0,0,50,6688,0.002166000,1.9744
113.172.47.6:46102,<->,92.27.219.203:fmpro-v6,0,0,48,2730,48,2730,0.339407000,1.4879
92.27.219.165:42674,<->,152.12.3.191:25529,48,2496,0,0,48,2496,0.110922000,1.7280
33.57.74.137:61373,<->,109.1.15.193:59759,0,0,48,70560,48,70560,0.044918000,1.9455
220.55.171.232:xbox,<->,124.224.212.254:xbox,48,4728,0,0,48,4728,0.002313000,1.9650
59.158.157.234:50160,<->,215.158.238.86:lansource,0,0,47,19521,47,19521,0.013114000,1.9467
247.136.131.28:54031,<->,205.8.173.220:49412,46,6375,0,0,46,6375,0.036277000,1.9380
116.249.165.54:57274,<->,247.136.133.229:43611,0,0,46,2470,46,2470,0.008993000,1.9454
192.67.159.55:14124,<->,118.69.159.68:13164,45,3630,0,0,45,3630,0.146766000,1.7931
247.136.250.58:33681,<->,117.130.91.228:nmsd,45,65520,0,0,45,65520,0.128981000,1.5018
127.162.74.46:49049,<->,247.136.147.198:45796,0,0,44,64680,44,64680,0.058562000,1.6511
220.87.124.222:16402,<->,215.158.2.89:celatalk,44,10752,0,0,44,10752,0.013697000,1.9198
111.146.157.33:55401,<->,159.224.11.110:ipsec-nat-t,43,14508,0,0,43,14508,0.198541000,1.7775
77.28.69.25:61733,<->,108.39.7.100:52600,0,0,43,4767,43,4767,0.027568000,1.9432
100.110.50.212:xbox,<->,92.27.209.217:xbox,0,0,42,5202,42,5202,0.110862000,1.8383
119.250.57.185:48921,<->,92.27.219.154:35953,0,0,42,61740,42,61740,0.033998000,1.9197
230.102.130.54:46021,<->,133.178.227.207:9043,0,0,42,8722,42,8722,0.012647000,1.9398
92.27.219.19:29317,<->,198.249.136.154:26868,42,39632,0,0,42,39632,0.003629000,1.5169
57.203.86.245:62729,<->,0.195.210.12:52773,0,0,40,19943,40,19943,0.194542000,1.7379
98.191.25.119:34509,<->,136.25.188.27:valisys-lm,0,0,39,54159,39,54159,0.226153000,1.5620
115.85.99.120:50322,<->,109.222.212.23:14758,0,0,39,55752,39,55752,0.099191000,1.8207
102.50.97.18:40500,<->,204.19.149.79:7994,39,34109,0,0,39,34109,0.041394000,1.7306
252.98.149.196:55293,<->,198.8.144.150:33505,38,9222,0,0,38,9222,0.013297000,1.9799
230.102.130.22:37218,<->,133.178.227.192:9042,0,0,37,10951,37,10951,0.044820000,1.9288
107.19.40.128:61863,<->,92.27.219.197:http-alt,0,0,36,16324,36,16324,0.065685000,1.9203
100.94.188.95:64175,<->,117.156.242.240:55694,36,6415,0,0,36,6415,0.016437000,1.9776
102.28.84.233:58241,<->,22.59.8.111:9305,0,0,36,3835,36,3835,0.009681000,1.4859
89.183.104.165:59333,<->,206.69.16.143:10796,35,49590,0,0,35,49590,0.217881000,1.7736
27.79.198.231:61512,<->,92.27.219.225:46335,0,0,35,2347,35,2347,0.107910000,1.8518
197.108.9.58:26456,<->,109.1.0.79:13469,0,0,35,1820,35,1820,0.063395000,1.8930
80.42.159.46:28688,<->,106.209.215.4:27887,35,1922,0,0,35,1922,0.048031000,1.8955
69.93.67.175:32427,<->,0.195.210.15:stun,0,0,35,6762,35,6762,0.033132000,1.9299
146.188.27.11:40750,<->,0.195.210.15:stun,0,0,35,6140,35,6140,0.018878000,1.8646
204.47.12.101:udt-os,<->,100.93.156.90:udt-os,0,0,34,2078,34,2078,0.487461000,1.3344
59.145.64.89:54808,<->,89.183.104.136:http-alt,0,0,34,30282,34,30282,0.148757000,1.8385
92.27.219.230:56881,<->,110.3.31.65:49315,34,1768,0,0,34,1768,0.106923000,1.6766
197.199.10.134:55901,<->,196.148.128.241:dsm-scm-target,0,0,34,3426,34,3426,0.014096000,1.7155
111.151.139.247:59899,<->,249.129.136.212:lansource,0,0,34,15166,34,15166,0.013941000,1.9505
158.85.62.215:55933,<->,133.178.227.201:9043,0,0,34,12606,34,12606,0.012222000,1.9828
101.123.188.42:53963,<->,137.170.13.105:4433,34,7898,0,0,34,7898,0.011923000,1.9836
247.136.146.184:59019,<->,112.99.239.91:6881,34,1802,0,0,34,1802,0.010335000,1.9365
230.102.130.25:55127,<->,133.178.227.207:9043,0,0,34,12664,34,12664,0.001072000,1.9597
92.27.219.172:51413,<->,198.196.107.83:49015,33,48510,0,0,33,48510,0.127089000,1.8713
89.183.104.148:22856,<->,48.111.159.80:16526,33,45674,0,0,33,45674,0.068648000,1.8009
158.85.62.216:60877,<->,133.178.227.200:9043,0,0,33,10423,33,10423,0.053552000,1.9200
89.183.104.232:33920,<->,27.75.29.116:29633,33,24899,0,0,33,24899,0.025874000,1.9720
108.39.75.243:55221,<->,0.195.194.241:55076,33,8660,0,0,33,8660,0.002603000,1.9824
215.158.66.187:47880,<->,133.178.227.201:9043,0,0,32,20023,32,20023,0.970227000,0.4228
115.48.155.17:48076,<->,192.64.227.64:36106,0,0,32,1712,32,1712,0.118303000,1.6632
92.27.219.184:63650,<->,122.202.156.172:55194,32,2079,0,0,32,2079,0.039954000,1.8593
111.151.139.254:58621,<->,8.176.8.218:lansource,0,0,32,14642,32,14642,0.031381000,1.8292
89.183.104.186:43611,<->,117.9.179.125:35122,32,1820,0,0,32,1820,0.007750000,1.8656
99.72.8.232:ipsec-nat-t,<->,195.109.248.194:backburner,31,4506,0,0,31,4506,0.874077000,1.1082
114.48.32.71:53199,<->,101.70.183.44:ipsec-nat-t,0,0,31,4764,31,4764,0.072078000,1.9273
114.51.67.67:55001,<->,89.183.104.158:9408,0,0,31,45167,31,45167,0.038503000,1.9315
112.176.7.240:50588,<->,56.121.40.204:molly,0,0,31,45570,31,45570,0.036012000,1.9404
145.89.157.16:61568,<->,66.47.246.227:56837,30,3932,0,0,30,3932,0.024428000,1.9705
102.51.166.249:59623,<->,27.13.158.158:20714,30,1645,0,0,30,1645,0.019718000,1.9021
98.67.154.28:14769,<->,113.97.200.242:personal-agent,30,4006,0,0,30,4006,0.005186000,1.8519
6.10.112.30:49609,<->,92.27.219.148:41326,0,0,29,1670,29,1670,0.447779000,1.4434
121.64.198.129:59048,<->,92.27.219.228:41577,0,0,29,1508,29,1508,0.073173000,1.6707
125.194.228.63:50425,<->,92.27.27.175:19791,0,0,29,1508,29,1508,0.071841000,1.9016
100.95.177.132:52086,<->,204.92.39.211:29330,29,35540,0,0,29,35540,0.050302000,1.9307
80.42.149.110:17785,<->,114.68.69.205:12777,28,42112,0,0,28,42112,1.495617000,0.4942
144.93.120.177:53870,<->,144.93.121.48:33120,0,0,28,5712,28,5712,1.442902000,0.5400
104.136.21.135:63780,<->,99.73.221.249:57389,0,0,28,2895,28,2895,0.192580000,1.7810
109.222.196.120:65325,<->,137.170.13.110:4433,27,18479,0,0,27,18479,0.152987000,1.8096
149.110.222.182:60907,<->,22.59.8.111:9291,0,0,27,3011,27,3011,0.131743000,1.8676
122.158.176.131:56161,<->,136.25.188.42:lansource,0,0,27,12663,27,12663,0.003186000,1.9887
92.27.219.49:31313,<->,101.106.122.69:router,26,7230,0,0,26,7230,0.890714000,0.9753
80.42.175.248:61220,<->,115.170.189.64:57866,26,26885,0,0,26,26885,0.163557000,1.7903
65.26.114.146:48513,<->,8.252.221.79:9042,0,0,26,6298,26,6298,0.053302000,1.9377
122.158.69.2:40991,<->,215.158.140.214:lansource,0,0,26,10931,26,10931,0.001027000,1.9560
205.150.176.250:40500,<->,109.222.254.165:29218,0,0,25,1334,25,1334,0.663611000,1.2344
80.41.35.54:61624,<->,229.69.240.213:47379,25,1776,0,0,25,1776,0.223692000,1.3647
98.67.144.152:ntp,<->,75.211.26.129:ssh,25,1250,0,0,25,1250,0.184524000,1.7902
247.136.177.71:27032,<->,124.8.194.202:27032,23,1282,0,0,23,1282,0.430728000,1.5315
92.27.219.36:17901,<->,0.244.115.75:6881,23,32982,0,0,23,32982,0.101382000,1.8957
111.151.139.139:52425,<->,8.176.8.93:lansource,0,0,23,10836,23,10836,0.094901000,1.8853
125.9.106.97:29324,<->,109.1.17.245:27227,0,0,23,1334,23,1334,0.056086000,1.8929
48.106.195.65:63664,<->,192.64.219.151:24267,0,0,23,1208,23,1208,0.000079000,1.9818
195.120.129.171:56470,<->,99.75.125.132:51413,0,0,22,1144,22,1144,0.134814000,1.7746
119.238.208.112:63010,<->,109.222.251.151:6881,0,0,22,1289,22,1289,0.023816000,1.8070
40.213.57.116:16692,<->,92.27.219.241:7284,0,0,22,1276,22,1276,0.008020000,1.8363
125.181.234.162:63489,<->,89.183.104.230:42177,0,0,21,1104,21,1104,0.939663000,0.9710
80.41.18.181:63060,<->,125.3.248.172:12108,21,29452,0,0,21,29452,0.154441000,1.6603
92.27.27.183:vce,<->,76.178.137.163:10438,21,1092,0,0,21,1092,0.124174000,1.6102
80.42.164.116:43212,<->,33.57.78.82:36818,21,28034,0,0,21,28034,0.119700000,1.7643
121.139.59.102:61037,<->,101.224.167.97:58413,0,0,21,2274,21,2274,0.084958000,1.7490
92.27.219.175:50123,<->,105.155.60.93:24874,21,30492,0,0,21,30492,0.005625000,1.9932
144.93.121.10:64508,<->,144.93.120.177:46784,20,4080,0,0,20,4080,1.610704000,0.3800
111.151.139.154:42184,<->,215.158.140.216:lansource,0,0,20,7864,20,7864,0.341674000,1.6145
111.181.114.114:52629,<->,226.68.196.218:https,20,13556,0,0,20,13556,0.335775000,1.3800
92.27.219.51:16920,<->,114.216.173.200:bctp,20,20380,0,0,20,20380,0.030272000,1.9330
89.183.104.237:14419,<->,104.70.118.211:4331,19,8716,0,0,19,8716,0.117226000,1.8519
126.88.32.178:61985,<->,92.27.219.212:53466,0,0,19,13242,19,13242,0.100154000,1.7433
138.112.247.164:40113,<->,39.15.146.228:ipsec-nat-t,0,0,19,20412,19,20412,0.020455000,1.6541
121.42.178.118:56096,<->,192.67.129.30:38007,0,0,18,23624,18,23624,1.495758000,0.4895
123.129.231.146:52081,<->,92.27.219.242:43646,0,0,18,1010,18,1010,0.286823000,1.4219
101.70.127.226:ipsec-nat-t,<->,83.155.125.5:ipsec-nat-t,18,2208,0,0,18,2208,0.049054000,1.9044
92.27.27.150:51973,<->,29.162.32.50:18012,18,936,0,0,18,936,0.013959000,1.5665
192.64.201.167:64218,<->,232.111.67.19:ipsec-nat-t,17,3508,0,0,17,3508,1.026628000,0.6710
125.207.62.135:49239,<->,247.136.231.91:6881,0,0,17,902,17,902,0.172823000,1.1582
159.36.241.98:32103,<->,92.27.219.243:15277,0,0,17,8185,17,8185,0.141603000,1.8430
103.154.12.2:49814,<->,92.27.27.186:http-alt,0,0,17,2309,17,2309,0.090916000,1.6342
111.151.139.139:61362,<->,8.252.221.226:lansource,0,0,17,6310,17,6310,0.040258000,1.9564
214.245.140.57:44891,<->,50.224.118.88:ddi-udp-1,0,0,17,938,17,938,0.032028000,1.4720
111.151.139.138:52218,<->,8.252.221.214:lansource,0,0,17,6310,17,6310,0.029612000,1.9564
57.240.3.219:60191,<->,92.27.219.147:25703,0,0,17,19123,17,19123,0.025848000,1.3837
80.40.50.117:54423,<->,206.17.241.68:53906,17,884,0,0,17,884,0.022751000,0.7182
120.114.211.51:57249,<->,89.183.104.172:42213,0,0,17,986,17,986,0.005636000,1.9105
92.27.219.54:56216,<->,88.5.223.142:35484,16,1583,0,0,16,1583,0.137071000,1.7143
126.223.18.230:62348,<->,92.27.219.247:56214,0,0,16,1073,16,1073,0.104769000,1.8095
100.93.89.174:xbox,<->,207.117.160.72:1024,16,896,0,0,16,896,0.061927000,1.9055
130.217.163.17:61907,<->,92.27.219.171:10163,0,0,16,22891,16,22891,0.052071000,1.8801
101.224.174.212:60050,<->,120.193.155.221:16257,16,2055,0,0,16,2055,0.004688000,1.7525
106.149.129.48:25130,<->,89.183.104.152:7246,0,0,15,21855,15,21855,0.739426000,0.8782
92.27.219.165:52110,<->,99.251.31.170:1024,15,3594,0,0,15,3594,0.449175000,1.4126
92.27.219.143:42281,<->,4.111.14.19:37410,15,798,0,0,15,798,0.186142000,1.6501
200.175.234.79:51154,<->,50.189.172.216:14350,15,19302,0,0,15,19302,0.101063000,1.4480
197.45.74.148:19352,<->,89.183.104.147:10746,0,0,15,22050,15,22050,0.026869000,1.8635
118.221.45.56:48203,<->,89.183.104.174:45430,0,0,15,786,15,786,0.017909000,1.8553
117.84.5.182:45682,<->,192.64.223.86:22641,0,0,15,870,15,870,0.016930000,1.8764
122.127.16.36:29685,<->,192.67.176.153:6881,0,0,15,780,15,780,0.015260000,1.8021
223.141.212.240:57431,<->,39.54.1.198:domain,0,0,14,859,14,859,1.283440000,0.7107
101.70.118.35:ntp,<->,100.53.195.10:ssh,14,700,0,0,14,700,0.704514000,1.2425
92.27.27.174:59124,<->,105.65.117.137:26587,14,17744,0,0,14,17744,0.443902000,1.1441
92.27.27.99:56853,<->,119.126.161.254:10409,14,17125,0,0,14,17125,0.228385000,0.7626
92.27.219.181:41441,<->,121.210.96.252:24176,14,17528,0,0,14,17528,0.100861000,1.8224
117.166.148.72:40500,<->,92.27.219.219:30662,0,0,14,799,14,799,0.004270000,1.6243
144.93.121.86:34506,<->,144.93.120.177:20702,14,2856,0,0,14,2856,0.004226000,0.2600
107.8.60.69:21375,<->,92.27.219.204:14161,0,0,14,18551,14,18551,0.000765000,1.0508
111.82.148.238:64661,<->,192.67.167.86:62790,0,0,13,1349,13,1349,0.879175000,1.1164
218.4.168.98:56984,<->,121.211.58.14:16223,13,17692,0,0,13,17692,0.387532000,1.0199
38.84.57.194:62430,<->,92.27.219.217:21310,0,0,13,15440,13,15440,0.353117000,1.6318
33.57.79.43:34676,<->,89.183.104.252:32669,0,0,13,9328,13,9328,0.270361000,1.6904
220.55.175.209:18410,<->,98.102.221.116:xbox,13,936,0,0,13,936,0.202574000,1.7520
80.40.41.27:59789,<->,125.24.121.131:19752,13,809,0,0,13,809,0.172836000,1.6697
92.27.27.143:50199,<->,152.11.225.23:16090,13,718,0,0,13,718,0.160645000,1.8170
100.92.65.165:37502,<->,104.139.44.208:itap-ddtp,13,676,0,0,13,676,0.095045000,1.4171
205.254.139.169:xbox,<->,109.1.35.93:xbox,0,0,13,1240,13,1240,0.060612000,1.8872
48.109.16.112:32050,<->,92.27.27.145:15858,0,0,13,15724,13,15724,0.052430000,0.9103
104.149.211.148:64678,<->,80.40.13.234:55558,0,0,12,658,12,658,0.783984000,1.1439
89.183.104.224:35411,<->,207.198.85.65:20340,12,653,0,0,12,653,0.322046000,1.6035
59.158.157.233:34977,<->,136.25.188.43:lansource,0,0,12,5093,12,5093,0.271454000,1.6812
89.183.104.136:53395,<->,112.158.194.201:50759,12,17021,0,0,12,17021,0.242411000,0.1978
142.178.23.162:54544,<->,246.253.253.207:https,0,0,12,3644,12,3644,0.149740000,1.7915
92.27.219.201:63519,<->,194.214.160.24:59385,12,15110,0,0,12,15110,0.148515000,1.8287
6.228.37.66:51413,<->,230.95.240.156:29725,12,624,0,0,12,624,0.136359000,1.6988
54.92.206.16:56958,<->,109.1.39.166:25362,0,0,12,633,12,633,0.065768000,1.8659
104.39.26.5:54881,<->,92.27.219.207:40682,0,0,12,624,12,624,0.056169000,1.7689
80.42.175.248:61220,<->,113.79.203.253:52217,12,624,0,0,12,624,0.038983000,1.8655
100.94.114.216:50721,<->,6.242.28.74:20945,11,641,0,0,11,641,0.403473000,1.5778
92.27.27.163:52873,<->,33.57.77.133:39906,11,1566,0,0,11,1566,0.261281000,1.6139
207.83.100.194:63892,<->,246.253.253.207:https,0,0,11,3119,11,3119,0.220921000,1.6425
122.158.69.2:54989,<->,215.158.238.200:confluent,0,0,11,12232,11,12232,0.174375000,1.2393
204.44.84.191:52873,<->,102.50.97.18:40500,0,0,11,572,11,572,0.159183000,1.7759
122.158.176.233:41609,<->,215.158.239.102:lansource,0,0,11,4553,11,4553,0.132974000,1.6493
80.41.51.34:49548,<->,125.59.16.30:26907,11,638,0,0,11,638,0.106040000,1.2930
247.136.177.71:27032,<->,124.9.21.238:26544,11,833,0,0,11,833,0.071456000,1.7884
88.152.234.41:31604,<->,192.67.159.55:14124,0,0,10,520,10,520,1.334886000,0.6220
92.27.219.39:56697,<->,207.46.243.242:55101,10,11088,0,0,10,11088,1.048080000,0.9449
18.200.16.20:44063,<->,92.27.27.174:43642,0,0,10,526,10,526,0.638330000,1.2800
109.1.51.20:59353,<->,40.215.63.180:17199,10,622,0,0,10,622,0.565370000,0.9533
92.27.27.173:47636,<->,48.111.250.235:23527,10,520,0,0,10,520,0.525636000,1.3517
143.88.15.116:57436,<->,133.178.227.200:9043,0,0,10,1344,10,1344,0.442866000,1.2617
194.195.11.79:51145,<->,246.253.253.208:https,0,0,10,2210,10,2210,0.298494000,1.1089
6.251.66.197:49162,<->,89.183.109.183:dsm-scm-target,0,0,10,576,10,576,0.255095000,1.6442
205.186.190.236:60032,<->,92.27.27.146:http-alt,0,0,10,1714,10,1714,0.254926000,1.5306
247.136.240.193:53675,<->,229.69.132.202:8279,10,520,0,0,10,520,0.230000000,1.3909
80.42.175.248:61220,<->,127.13.41.126:55356,10,520,0,0,10,520,0.092987000,1.6524
134.53.24.179:38083,<->,89.183.104.144:14026,0,0,10,1554,10,1554,0.090550000,1.4070
247.136.205.189:56075,<->,118.244.125.226:40500,10,560,0,0,10,560,0.075578000,0.7905
192.67.128.252:46314,<->,29.196.111.121:1024,10,580,0,0,10,580,0.067606000,1.5625
113.224.216.39:20170,<->,92.27.219.21:8921,0,0,10,617,10,617,0.057150000,1.7630
122.158.69.68:37708,<->,97.126.31.73:lansource,0,0,10,3703,10,3703,0.034010000,1.7922
247.136.177.100:xbox,<->,110.46.216.59:xbox,10,1400,0,0,10,1400,0.028931000,1.8312
195.106.14.119:59502,<->,92.27.219.34:26265,0,0,10,3330,10,3330,0.012610000,1.7662
122.212.152.132:62348,<->,92.27.219.175:50166,0,0,9,12888,9,12888,1.069877000,0.9157
8.240.125.171:35359,<->,8.252.221.97:9043,0,0,9,1364,9,1364,0.985460000,0.9964
92.27.27.174:43628,<->,225.3.225.27:22514,9,13122,0,0,9,13122,0.843434000,1.0925
122.158.69.2:54989,<->,215.158.195.26:confluent,0,0,9,10008,9,10008,0.835458000,0.1893
48.53.141.23:61103,<->,89.158.50.248:59324,9,8981,0,0,9,8981,0.620636000,1.1253
89.183.104.247:37237,<->,66.13.105.220:27475,9,585,0,0,9,585,0.620326000,1.0263
122.143.169.253:61582,<->,92.27.219.201:8722,0,0,9,12485,9,12485,0.303954000,0.8233
138.98.157.180:tinc,<->,33.250.67.227:tinc,9,1044,0,0,9,1044,0.282285000,1.5657
57.37.120.78:64302,<->,80.42.175.248:61220,0,0,9,1201,9,1201,0.263080000,1.0566
69.31.239.89:49430,<->,133.178.227.215:9043,0,0,9,1200,9,1200,0.240585000,0.4134
247.136.136.53:61481,<->,110.2.33.25:ps-ams,9,2847,0,0,9,2847,0.198831000,1.7713
89.183.104.232:33920,<->,143.159.235.195:24275,9,7498,0,0,9,7498,0.178429000,0.3526
235.67.254.158:53553,<->,92.27.219.28:res-sap,0,0,9,468,9,468,0.126578000,1.7587
115.51.254.30:58370,<->,92.27.219.171:10171,0,0,9,3290,9,3290,0.081420000,1.4692
220.55.174.143:18010,<->,232.31.73.213:10839,9,470,0,0,9,470,0.075010000,1.8901
0.204.192.239:62358,<->,192.67.174.99:60335,0,0,9,1104,9,1104,0.029522000,1.9274
210.221.109.17:58485,<->,122.253.169.56:23206,9,13230,0,0,9,13230,0.012630000,1.9863
80.56.91.244:65436,<->,215.158.238.200:confluent,0,0,8,8896,8,8896,1.513717000,0.0001
