frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len,_ws.col.Info
"163","Apr 22, 2011 13:24:14.438845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=28784 Win=3166 Len=0"
"164","Apr 22, 2011 13:24:14.481845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=29320 Win=2630 Len=0"
"165","Apr 22, 2011 13:24:14.518845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=29320 Win=3592 Len=0"
"166","Apr 22, 2011 13:24:14.556845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=29320 Win=4128 Len=0"
"167","Apr 22, 2011 13:24:15.170845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","195","[TCP segment of a reassembled PDU]"
"168","Apr 22, 2011 13:24:15.201845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"169","Apr 22, 2011 13:24:15.301845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=29461 Win=3987 Len=0"
"170","Apr 22, 2011 13:24:15.333845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=29997 Win=3451 Len=0"
"171","Apr 22, 2011 13:24:15.367845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=29997 Win=4128 Len=0"
"172","Apr 22, 2011 13:24:15.968845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"173","Apr 22, 2011 13:24:15.990845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"174","Apr 22, 2011 13:24:16.022845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=30533 Win=3592 Len=0"
"175","Apr 22, 2011 13:24:16.055845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=31069 Win=3056 Len=0"
"176","Apr 22, 2011 13:24:16.073845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=31069 Win=3592 Len=0"
"177","Apr 22, 2011 13:24:16.106845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=31069 Win=4128 Len=0"
"178","Apr 22, 2011 13:24:16.750845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"179","Apr 22, 2011 13:24:16.800845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","430","[TCP segment of a reassembled PDU]"
"180","Apr 22, 2011 13:24:16.843845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=31605 Win=3592 Len=0"
"181","Apr 22, 2011 13:24:16.883845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=31981 Win=3216 Len=0"
"182","Apr 22, 2011 13:24:16.910845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=31981 Win=3752 Len=0"
"183","Apr 22, 2011 13:24:17.539845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","94","[TCP segment of a reassembled PDU]"
"184","Apr 22, 2011 13:24:17.576845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"185","Apr 22, 2011 13:24:17.610845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=32021 Win=3712 Len=0"
"186","Apr 22, 2011 13:24:17.655845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=32557 Win=3176 Len=0"
"187","Apr 22, 2011 13:24:17.677845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=32557 Win=4128 Len=0"
"188","Apr 22, 2011 13:24:18.349845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"189","Apr 22, 2011 13:24:18.379845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","560","[TCP segment of a reassembled PDU]"
"190","Apr 22, 2011 13:24:18.439845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=33093 Win=3592 Len=0"
"191","Apr 22, 2011 13:24:18.474845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=33599 Win=3086 Len=0"
"192","Apr 22, 2011 13:24:18.508845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=33599 Win=3622 Len=0"
"193","Apr 22, 2011 13:24:19.155845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"194","Apr 22, 2011 13:24:19.195845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","431","[TCP segment of a reassembled PDU]"
"195","Apr 22, 2011 13:24:19.256845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=34135 Win=3086 Len=0"
"196","Apr 22, 2011 13:24:19.281845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=34512 Win=2709 Len=0"
"197","Apr 22, 2011 13:24:19.317845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=34512 Win=3751 Len=0"
"198","Apr 22, 2011 13:24:19.972845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","123","[TCP segment of a reassembled PDU]"
"199","Apr 22, 2011 13:24:20.098845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=34581 Win=3682 Len=0"
"200","Apr 22, 2011 13:24:20.135845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"201","Apr 22, 2011 13:24:20.279845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=35117 Win=3146 Len=0"
"202","Apr 22, 2011 13:24:20.324845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=35117 Win=4128 Len=0"
"203","Apr 22, 2011 13:24:20.824845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"204","Apr 22, 2011 13:24:20.909845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","561","[TCP segment of a reassembled PDU]"
"205","Apr 22, 2011 13:24:20.936845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=35653 Win=3592 Len=0"
"206","Apr 22, 2011 13:24:20.949845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=35653 Win=4128 Len=0"
"207","Apr 22, 2011 13:24:21.000845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=36160 Win=3621 Len=0"
"208","Apr 22, 2011 13:24:21.524845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"209","Apr 22, 2011 13:24:21.565845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","431","[TCP segment of a reassembled PDU]"
"210","Apr 22, 2011 13:24:21.648845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=36696 Win=3085 Len=0"
"211","Apr 22, 2011 13:24:21.684845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=37073 Win=2708 Len=0"
"212","Apr 22, 2011 13:24:21.718845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=37073 Win=3751 Len=0"
"213","Apr 22, 2011 13:24:22.384845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","122","[TCP segment of a reassembled PDU]"
"214","Apr 22, 2011 13:24:22.461845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"215","Apr 22, 2011 13:24:22.478845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=37141 Win=3683 Len=0"
"216","Apr 22, 2011 13:24:22.537845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=37677 Win=3147 Len=0"
"217","Apr 22, 2011 13:24:22.573845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=37677 Win=4128 Len=0"
"218","Apr 22, 2011 13:24:22.589845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"219","Apr 22, 2011 13:24:22.608845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=38213 Win=3592 Len=0"
"220","Apr 22, 2011 13:24:22.643845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=38213 Win=4128 Len=0"
"221","Apr 22, 2011 13:24:23.139845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"222","Apr 22, 2011 13:24:23.237845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=38749 Win=3592 Len=0"
"223","Apr 22, 2011 13:24:23.263845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=38749 Win=4128 Len=0"
"224","Apr 22, 2011 13:24:24.191845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"225","Apr 22, 2011 13:24:24.264845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","431","[TCP segment of a reassembled PDU]"
"226","Apr 22, 2011 13:24:24.299845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=39285 Win=3592 Len=0"
"227","Apr 22, 2011 13:24:24.349845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=39662 Win=3215 Len=0"
"228","Apr 22, 2011 13:24:24.374845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=39662 Win=3751 Len=0"
"229","Apr 22, 2011 13:24:24.829845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"230","Apr 22, 2011 13:24:24.843845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"231","Apr 22, 2011 13:24:24.898845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=40198 Win=3215 Len=0"
"232","Apr 22, 2011 13:24:24.929845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=40734 Win=2679 Len=0"
"233","Apr 22, 2011 13:24:24.962845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=40734 Win=3592 Len=0"
"234","Apr 22, 2011 13:24:24.996845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=40734 Win=4128 Len=0"
"235","Apr 22, 2011 13:24:25.533845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","301","[TCP segment of a reassembled PDU]"
"236","Apr 22, 2011 13:24:25.543845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"237","Apr 22, 2011 13:24:25.580845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=40981 Win=3881 Len=0"
"238","Apr 22, 2011 13:24:25.613845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=41517 Win=3345 Len=0"
"239","Apr 22, 2011 13:24:25.646845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=41517 Win=4128 Len=0"
"240","Apr 22, 2011 13:24:26.332845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"241","Apr 22, 2011 13:24:26.342845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","562","[TCP segment of a reassembled PDU]"
"242","Apr 22, 2011 13:24:26.403845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=42053 Win=3592 Len=0"
"243","Apr 22, 2011 13:24:26.439845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=42561 Win=3084 Len=0"
"244","Apr 22, 2011 13:24:26.477845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=42561 Win=3620 Len=0"
"245","Apr 22, 2011 13:24:27.113845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"246","Apr 22, 2011 13:24:27.192845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=43097 Win=3084 Len=0"
"247","Apr 22, 2011 13:24:27.209845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=43097 Win=4128 Len=0"
"248","Apr 22, 2011 13:24:27.909845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"249","Apr 22, 2011 13:24:27.919845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","562","[TCP segment of a reassembled PDU]"
"250","Apr 22, 2011 13:24:27.969845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=43633 Win=3592 Len=0"
"251","Apr 22, 2011 13:24:28.003845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=44141 Win=3084 Len=0"
"252","Apr 22, 2011 13:24:28.042845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=44141 Win=3620 Len=0"
"253","Apr 22, 2011 13:24:28.739845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"254","Apr 22, 2011 13:24:28.750845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"255","Apr 22, 2011 13:24:28.795845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=44677 Win=3084 Len=0"
"256","Apr 22, 2011 13:24:28.830845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=45213 Win=2548 Len=0"
"257","Apr 22, 2011 13:24:28.866845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=45213 Win=3592 Len=0"
"258","Apr 22, 2011 13:24:28.901845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=45213 Win=4128 Len=0"
"259","Apr 22, 2011 13:24:29.533845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"260","Apr 22, 2011 13:24:29.601845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=45749 Win=3592 Len=0"
"261","Apr 22, 2011 13:24:29.634845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=45749 Win=4128 Len=0"
"262","Apr 22, 2011 13:24:30.361845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"263","Apr 22, 2011 13:24:30.371845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"264","Apr 22, 2011 13:24:30.409845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=46285 Win=3592 Len=0"
"265","Apr 22, 2011 13:24:30.428845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=46821 Win=3056 Len=0"
"266","Apr 22, 2011 13:24:30.455845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=46821 Win=3592 Len=0"
"267","Apr 22, 2011 13:24:30.488845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=46821 Win=4128 Len=0"
"268","Apr 22, 2011 13:24:31.105845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"269","Apr 22, 2011 13:24:31.115845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"270","Apr 22, 2011 13:24:31.188845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=47357 Win=3592 Len=0"
"271","Apr 22, 2011 13:24:31.224845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=47893 Win=3056 Len=0"
"272","Apr 22, 2011 13:24:31.258845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=47893 Win=3592 Len=0"
"273","Apr 22, 2011 13:24:31.291845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=47893 Win=4128 Len=0"
"274","Apr 22, 2011 13:24:31.915845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"275","Apr 22, 2011 13:24:31.925845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"276","Apr 22, 2011 13:24:31.994845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=48429 Win=3592 Len=0"
"277","Apr 22, 2011 13:24:32.028845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=48965 Win=3056 Len=0"
"278","Apr 22, 2011 13:24:32.061845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=48965 Win=3592 Len=0"
"279","Apr 22, 2011 13:24:32.095845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=48965 Win=4128 Len=0"
"280","Apr 22, 2011 13:24:32.733845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"281","Apr 22, 2011 13:24:32.798845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=49501 Win=3592 Len=0"
"282","Apr 22, 2011 13:24:32.847845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=49501 Win=4128 Len=0"
"283","Apr 22, 2011 13:24:33.512845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"284","Apr 22, 2011 13:24:33.522845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","554","[TCP segment of a reassembled PDU]"
"285","Apr 22, 2011 13:24:33.599845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=50037 Win=3592 Len=0"
"286","Apr 22, 2011 13:24:33.642845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=50537 Win=3092 Len=0"
"287","Apr 22, 2011 13:24:33.669845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=50537 Win=3628 Len=0"
"288","Apr 22, 2011 13:24:34.334845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"289","Apr 22, 2011 13:24:34.344845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","572","[TCP segment of a reassembled PDU]"
"290","Apr 22, 2011 13:24:34.389845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=51073 Win=3092 Len=0"
"291","Apr 22, 2011 13:24:34.420845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=51591 Win=2574 Len=0"
"292","Apr 22, 2011 13:24:34.453845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=51591 Win=3610 Len=0"
"293","Apr 22, 2011 13:24:35.108845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","196","[TCP segment of a reassembled PDU]"
"294","Apr 22, 2011 13:24:35.118845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"295","Apr 22, 2011 13:24:35.174845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=51733 Win=3468 Len=0"
"296","Apr 22, 2011 13:24:35.215845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=52269 Win=2932 Len=0"
"297","Apr 22, 2011 13:24:35.295845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=52269 Win=3592 Len=0"
"298","Apr 22, 2011 13:24:35.327845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=52269 Win=4128 Len=0"
"299","Apr 22, 2011 13:24:36.011845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"300","Apr 22, 2011 13:24:36.042845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"301","Apr 22, 2011 13:24:36.103845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=52805 Win=3592 Len=0"
"302","Apr 22, 2011 13:24:36.117845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=53341 Win=3056 Len=0"
"303","Apr 22, 2011 13:24:36.157845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=53341 Win=3592 Len=0"
"304","Apr 22, 2011 13:24:36.194845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=53341 Win=4128 Len=0"
"305","Apr 22, 2011 13:24:36.784845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"306","Apr 22, 2011 13:24:36.838845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=53877 Win=3592 Len=0"
"307","Apr 22, 2011 13:24:36.907845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=53877 Win=4128 Len=0"
"308","Apr 22, 2011 13:24:37.619845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","540","[TCP segment of a reassembled PDU]"
"309","Apr 22, 2011 13:24:37.689845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=54363 Win=3642 Len=0"
"310","Apr 22, 2011 13:24:39.193845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"311","Apr 22, 2011 13:24:39.244845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"312","Apr 22, 2011 13:24:39.300845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=54899 Win=3106 Len=0"
"313","Apr 22, 2011 13:24:39.338845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=55435 Win=2570 Len=0"
"314","Apr 22, 2011 13:24:39.365845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=55435 Win=3592 Len=0"
"315","Apr 22, 2011 13:24:39.409845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK] Seq=162 Ack=55435 Win=4128 Len=0"
"316","Apr 22, 2011 13:24:40.027845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","490","[TCP segment of a reassembled PDU]"
"317","Apr 22, 2011 13:24:40.076845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=55871 Win=3692 Len=0"
"318","Apr 22, 2011 13:24:41.695845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"319","Apr 22, 2011 13:24:41.742845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"320","Apr 22, 2011 13:24:41.785845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK] Seq=162 Ack=56407 Win=3156 Len=0"
"321","Apr 22, 2011 13:24:41.886845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=56943 Win=2620 Len=0"
"322","Apr 22, 2011 13:24:41.887845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=56943 Win=3592 Len=0"
"323","Apr 22, 2011 13:24:41.892845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=56943 Win=4128 Len=0"
"324","Apr 22, 2011 13:24:42.392845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
"325","Apr 22, 2011 13:24:42.461845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","46557→80 [ACK, ECN] Seq=162 Ack=57479 Win=3592 Len=0"
"326","Apr 22, 2011 13:24:42.496845000 Central Daylight Time","1.1.23.3","1.1.12.1","6","60","[TCP Window Update] 46557→80 [ACK, ECN] Seq=162 Ack=57479 Win=4128 Len=0"
"327","Apr 22, 2011 13:24:43.309845000 Central Daylight Time","1.1.12.1","1.1.23.3","6","590","[TCP segment of a reassembled PDU]"
