src,<->,dest,in_frames,in_bytes,out_frames,out_bytes,total_frames,total_bytes,rel_start,duration
215.158.239.93,<->,199.15.43.224,7,1214,0,0,7,1214,0.150301000,1.1839
204.60.28.147,<->,136.25.188.222,0,0,7,392,7,392,0.149236000,1.7096
210.158.44.246,<->,121.79.36.182,7,5063,0,0,7,5063,0.148541000,0.3525
215.158.239.95,<->,199.20.30.137,7,492,0,0,7,492,0.148524000,0.1511
215.158.239.93,<->,199.20.5.124,7,1080,0,0,7,1080,0.148374000,1.7248
136.25.189.46,<->,126.219.194.60,7,4391,0,0,7,4391,0.147974000,0.4790
133.178.227.76,<->,114.171.18.232,7,392,0,0,7,392,0.147737000,0.0005
139.246.60.47,<->,8.250.152.93,0,0,7,3602,7,3602,0.143040000,0.9481
215.158.238.104,<->,80.47.111.11,7,2866,0,0,7,2866,0.141997000,0.9456
215.158.238.99,<->,57.199.251.51,7,392,0,0,7,392,0.141497000,0.0014
144.75.218.246,<->,132.200.124.228,7,1352,0,0,7,1352,0.140683000,1.5070
207.178.51.137,<->,50.224.96.57,0,0,7,376,7,376,0.140585000,0.5791
251.21.231.243,<->,109.222.225.140,0,0,7,9828,7,9828,0.140574000,1.8390
243.148.62.228,<->,0.195.210.42,0,0,7,506,7,506,0.139430000,1.6502
195.14.253.27,<->,136.25.188.236,0,0,7,392,7,392,0.137329000,0.1833
215.158.239.57,<->,199.20.28.155,7,392,0,0,7,392,0.136915000,0.6704
195.13.64.188,<->,136.25.188.252,0,0,7,624,7,624,0.136807000,0.6768
136.25.188.52,<->,8.252.210.250,7,3911,0,0,7,3911,0.136790000,1.2950
247.136.136.13,<->,127.93.47.235,7,394,0,0,7,394,0.136755000,1.1362
215.158.239.95,<->,199.20.30.159,7,392,0,0,7,392,0.136275000,0.0600
148.60.121.245,<->,133.178.226.19,0,0,7,1565,7,1565,0.136085000,0.7046
215.158.239.95,<->,195.5.192.89,7,894,0,0,7,894,0.135841000,0.8269
136.25.189.45,<->,29.211.93.15,7,2546,0,0,7,2546,0.135020000,1.6013
215.158.239.57,<->,133.146.0.75,7,4359,0,0,7,4359,0.134232000,1.6385
215.158.238.148,<->,113.20.94.112,7,1533,0,0,7,1533,0.132305000,1.3949
246.253.168.245,<->,131.0.89.188,7,4622,0,0,7,4622,0.130100000,0.3234
136.25.188.175,<->,122.158.49.128,7,3362,0,0,7,3362,0.129889000,1.7510
215.158.238.148,<->,113.23.104.246,7,2578,0,0,7,2578,0.128959000,1.6741
197.113.99.166,<->,136.25.188.220,0,0,7,392,7,392,0.128944000,1.6613
196.30.154.72,<->,50.223.3.228,0,0,7,380,7,380,0.128863000,0.9474
215.158.238.123,<->,149.99.92.107,7,2690,0,0,7,2690,0.128716000,1.8710
215.158.239.79,<->,204.2.2.173,7,626,0,0,7,626,0.127884000,1.8644
215.158.238.32,<->,112.235.95.7,7,4471,0,0,7,4471,0.127785000,1.6333
136.25.189.7,<->,0.195.237.14,7,9106,0,0,7,9106,0.125983000,0.0001
136.138.112.251,<->,136.25.188.241,0,0,7,1533,7,1533,0.125762000,1.6508
215.158.238.64,<->,126.219.132.253,7,1677,0,0,7,1677,0.124714000,1.7491
215.158.238.82,<->,38.70.89.11,7,392,0,0,7,392,0.124347000,0.0622
133.178.226.31,<->,113.23.104.221,7,2802,0,0,7,2802,0.123849000,0.2473
215.158.239.51,<->,196.93.164.219,7,1168,0,0,7,1168,0.123599000,1.3025
215.158.61.189,<->,8.176.8.106,0,0,7,4862,7,4862,0.123291000,1.5799
199.39.201.36,<->,136.25.188.243,0,0,7,392,7,392,0.122846000,0.0529
215.158.238.85,<->,100.224.166.163,7,2191,0,0,7,2191,0.122530000,1.5626
139.163.96.94,<->,74.169.213.180,7,350,0,0,7,350,0.122007000,1.3791
8.252.222.37,<->,4.122.53.95,7,537,0,0,7,537,0.120432000,0.5799
136.25.189.32,<->,29.212.199.58,7,4023,0,0,7,4023,0.120353000,1.7922
98.236.235.234,<->,46.44.136.192,7,392,0,0,7,392,0.119129000,1.7706
215.158.238.143,<->,122.159.245.149,7,2834,0,0,7,2834,0.117591000,1.7995
215.158.140.241,<->,131.144.115.154,7,2517,0,0,7,2517,0.116505000,1.8833
200.174.195.130,<->,54.58.101.87,7,392,0,0,7,392,0.116007000,1.8044
111.20.172.70,<->,33.233.141.94,0,0,7,882,7,882,0.115257000,1.0016
215.158.239.95,<->,196.89.59.150,7,1351,0,0,7,1351,0.115184000,0.4247
215.158.238.126,<->,100.224.166.122,7,2051,0,0,7,2051,0.115104000,1.3803
204.0.235.242,<->,136.25.188.45,0,0,7,481,7,481,0.114434000,1.1617
111.20.172.70,<->,33.233.141.96,0,0,7,879,7,879,0.113889000,1.0029
57.133.55.41,<->,50.224.76.248,0,0,7,4291,7,4291,0.112248000,0.1944
110.2.24.238,<->,80.41.14.90,0,0,7,826,7,826,0.111417000,0.6738
111.20.172.70,<->,111.20.168.12,0,0,7,866,7,866,0.111186000,1.0071
202.33.255.254,<->,136.25.188.240,0,0,7,1254,7,1254,0.110895000,1.3589
215.158.239.50,<->,196.90.43.112,7,1335,0,0,7,1335,0.110205000,1.8205
239.66.110.113,<->,203.215.177.29,0,0,7,967,7,967,0.109845000,1.8244
142.255.77.184,<->,136.25.188.55,0,0,7,392,7,392,0.109775000,0.1217
207.56.188.98,<->,136.25.188.226,0,0,7,1263,7,1263,0.109437000,0.3289
139.241.56.102,<->,80.40.51.71,0,0,7,10191,7,10191,0.109114000,1.6699
207.92.143.135,<->,8.252.222.197,0,0,7,368,7,368,0.108739000,1.6142
246.253.253.215,<->,195.0.105.61,7,491,0,0,7,491,0.108447000,1.8802
111.20.172.70,<->,33.233.141.84,0,0,7,1012,7,1012,0.107831000,1.0042
136.25.189.82,<->,106.188.253.233,7,4167,0,0,7,4167,0.107161000,1.6460
111.20.172.70,<->,33.233.141.52,0,0,7,759,7,759,0.105886000,0.9993
89.183.104.148,<->,29.135.81.110,7,1055,0,0,7,1055,0.105726000,0.6587
92.168.217.138,<->,88.1.113.142,7,392,0,0,7,392,0.104591000,1.0280
215.158.239.6,<->,8.222.7.169,7,1625,0,0,7,1625,0.103704000,0.2936
194.232.231.194,<->,92.27.194.147,0,0,7,611,7,611,0.102145000,0.3903
215.158.61.209,<->,8.252.222.250,0,0,7,2803,7,2803,0.102096000,0.9076
111.20.172.70,<->,111.20.168.27,0,0,7,878,7,878,0.101806000,1.0042
111.20.172.70,<->,33.233.141.97,0,0,7,911,7,911,0.100757000,1.0060
156.164.19.175,<->,92.27.219.217,0,0,7,10290,7,10290,0.099651000,1.6660
215.158.239.48,<->,196.93.125.195,7,404,0,0,7,404,0.099097000,0.2100
92.181.56.219,<->,59.36.39.14,7,626,0,0,7,626,0.098990000,1.0025
215.158.239.77,<->,199.20.28.61,7,404,0,0,7,404,0.098972000,0.0901
215.158.239.51,<->,8.249.253.232,7,1709,0,0,7,1709,0.098690000,1.6417
205.127.108.114,<->,101.224.89.251,0,0,7,3882,7,3882,0.098377000,0.5341
215.158.239.34,<->,111.151.239.84,7,2258,0,0,7,2258,0.098197000,0.0322
215.158.61.242,<->,8.176.8.186,0,0,7,6351,7,6351,0.098142000,1.8367
215.158.238.198,<->,149.250.115.73,7,3462,0,0,7,3462,0.097852000,1.7944
198.154.155.94,<->,50.224.76.230,0,0,7,1003,7,1003,0.097503000,1.1636
101.70.120.140,<->,53.245.67.247,7,350,0,0,7,350,0.096931000,1.7906
125.50.212.165,<->,80.40.9.90,0,0,7,364,7,364,0.096842000,1.6101
136.25.188.47,<->,8.42.43.66,7,1689,0,0,7,1689,0.096475000,1.4609
99.247.166.141,<->,50.224.49.195,0,0,7,392,7,392,0.096412000,1.6304
193.39.70.0,<->,136.25.188.52,0,0,7,392,7,392,0.096379000,0.0026
58.202.32.58,<->,8.252.221.204,0,0,7,752,7,752,0.095472000,1.0270
215.158.239.96,<->,142.209.141.104,7,437,0,0,7,437,0.095268000,0.0613
136.25.188.44,<->,111.151.70.41,7,1581,0,0,7,1581,0.094839000,0.8662
80.38.53.9,<->,0.34.37.102,7,350,0,0,7,350,0.094420000,0.1358
215.158.239.93,<->,199.20.28.242,7,1011,0,0,7,1011,0.093397000,0.7302
205.127.108.113,<->,33.233.141.12,0,0,7,2287,7,2287,0.092408000,1.2282
145.89.107.138,<->,98.236.235.93,0,0,7,392,7,392,0.092135000,1.6380
133.178.226.90,<->,112.235.95.26,7,2802,0,0,7,2802,0.091425000,0.5936
111.20.172.70,<->,111.20.168.141,0,0,7,857,7,857,0.091194000,1.0123
197.113.99.98,<->,136.25.188.46,0,0,7,1251,7,1251,0.090947000,1.8995
139.241.56.117,<->,99.75.233.204,0,0,7,10192,7,10192,0.090836000,1.6669
139.241.56.116,<->,100.92.203.223,0,0,7,10191,7,10191,0.090250000,1.6680
215.158.239.78,<->,98.28.95.84,7,3783,0,0,7,3783,0.089556000,1.7195
89.155.44.123,<->,8.182.251.151,0,0,7,656,7,656,0.088253000,1.3439
95.247.11.76,<->,8.252.221.199,0,0,7,386,7,386,0.088075000,1.9003
215.158.61.193,<->,8.176.8.255,0,0,7,8724,7,8724,0.086601000,0.8677
139.163.96.94,<->,65.67.221.104,7,350,0,0,7,350,0.086457000,1.4718
215.158.239.85,<->,113.23.100.182,7,2786,0,0,7,2786,0.086389000,1.0717
204.187.32.184,<->,136.25.188.252,0,0,7,1284,7,1284,0.085516000,1.7701
204.130.115.164,<->,133.178.227.40,0,0,7,392,7,392,0.085312000,0.0010
221.102.143.189,<->,192.67.90.143,0,0,7,3406,7,3406,0.084510000,0.2069
139.241.56.117,<->,99.72.90.7,0,0,7,10192,7,10192,0.084317000,1.6698
136.25.189.59,<->,29.211.228.215,7,3879,0,0,7,3879,0.083952000,0.7977
136.25.189.59,<->,29.212.180.215,7,1533,0,0,7,1533,0.083223000,0.2283
133.178.227.19,<->,133.56.180.83,7,2994,0,0,7,2994,0.082506000,0.9436
215.158.140.83,<->,131.144.114.248,7,2448,0,0,7,2448,0.082437000,1.8728
207.92.19.255,<->,50.223.3.228,0,0,7,350,7,350,0.081980000,1.8912
215.158.239.32,<->,106.188.184.104,7,2125,0,0,7,2125,0.081626000,0.2626
136.25.189.13,<->,29.212.199.201,7,3010,0,0,7,3010,0.081130000,1.3606
215.158.239.123,<->,215.158.61.243,7,2789,0,0,7,2789,0.080914000,1.2534
195.60.3.120,<->,50.223.3.228,0,0,7,392,7,392,0.079896000,1.7331
149.56.162.236,<->,89.183.104.175,0,0,7,3820,7,3820,0.078621000,1.3834
215.158.140.93,<->,126.219.102.25,7,1373,0,0,7,1373,0.078162000,1.2466
215.158.239.94,<->,29.212.199.221,7,2866,0,0,7,2866,0.077890000,1.8763
145.57.58.33,<->,139.163.8.98,0,0,7,350,7,350,0.077478000,1.7252
136.25.188.255,<->,29.214.108.100,7,2898,0,0,7,2898,0.077198000,0.5127
204.88.227.198,<->,50.223.3.228,0,0,7,368,7,368,0.076260000,1.7302
139.241.56.117,<->,102.83.62.25,0,0,7,10191,7,10191,0.076242000,1.6697
139.163.68.55,<->,8.140.176.33,7,350,0,0,7,350,0.075905000,1.6406
215.158.239.84,<->,142.236.209.44,7,989,0,0,7,989,0.075787000,0.2147
159.152.159.41,<->,139.163.8.98,0,0,7,350,7,350,0.074563000,1.7045
192.204.170.214,<->,136.25.188.162,0,0,7,2978,7,2978,0.071725000,1.9009
215.158.239.70,<->,199.20.29.39,7,456,0,0,7,456,0.071117000,0.2444
141.223.202.226,<->,139.163.7.243,0,0,7,350,7,350,0.070597000,1.8986
112.220.206.101,<->,8.252.223.115,0,0,7,2941,7,2941,0.070252000,1.8333
111.147.134.174,<->,111.27.191.10,7,350,0,0,7,350,0.069715000,1.0362
215.158.239.70,<->,131.144.115.228,7,2850,0,0,7,2850,0.069527000,1.5819
105.106.112.147,<->,50.224.76.234,0,0,7,5050,7,5050,0.068303000,0.4429
99.162.77.146,<->,54.37.35.195,7,4171,0,0,7,4171,0.068238000,0.7345
199.31.24.248,<->,50.223.3.228,0,0,7,362,7,362,0.068039000,1.7792
215.158.239.70,<->,42.97.54.116,7,2898,0,0,7,2898,0.067420000,0.5768
200.174.209.92,<->,53.201.72.62,7,5286,0,0,7,5286,0.067231000,1.2762
54.37.81.137,<->,48.52.146.190,0,0,7,446,7,446,0.067008000,1.7272
89.153.90.193,<->,35.55.57.164,7,844,0,0,7,844,0.066921000,1.7191
215.158.238.221,<->,130.165.253.35,7,3798,0,0,7,3798,0.065770000,1.8645
215.158.140.207,<->,98.249.65.6,7,751,0,0,7,751,0.064727000,0.3548
158.194.83.2,<->,98.236.235.93,0,0,7,392,7,392,0.064123000,1.8673
215.158.239.79,<->,120.154.71.23,7,2974,0,0,7,2974,0.063938000,1.0410
218.4.168.32,<->,8.49.69.216,7,5122,0,0,7,5122,0.063638000,0.3377
99.92.11.156,<->,8.52.133.71,0,0,7,350,7,350,0.063187000,0.2435
144.54.85.141,<->,136.25.188.173,0,0,7,840,7,840,0.062088000,1.7401
215.158.238.132,<->,122.158.51.86,7,2722,0,0,7,2722,0.061666000,1.7865
111.20.172.70,<->,33.233.141.30,0,0,7,911,7,911,0.060314000,1.0220
215.158.140.231,<->,195.65.1.180,7,392,0,0,7,392,0.060069000,0.0015
100.161.107.233,<->,99.75.195.84,0,0,7,5748,7,5748,0.059816000,0.3918
196.146.72.101,<->,8.181.37.222,7,8658,0,0,7,8658,0.059566000,0.0003
103.250.23.108,<->,80.40.50.197,0,0,7,793,7,793,0.059447000,0.5408
129.236.111.48,<->,129.224.112.252,0,0,7,535,7,535,0.059411000,0.0134
149.212.48.173,<->,80.40.16.228,0,0,7,368,7,368,0.058545000,1.7135
143.68.179.58,<->,136.25.188.198,0,0,7,392,7,392,0.058231000,0.0153
136.25.189.33,<->,96.156.169.200,7,4439,0,0,7,4439,0.058089000,1.1140
220.39.29.77,<->,99.74.87.201,0,0,7,568,7,568,0.057807000,1.9325
249.101.105.144,<->,27.11.127.87,7,1033,0,0,7,1033,0.057692000,0.7505
136.25.189.77,<->,122.216.233.153,7,1693,0,0,7,1693,0.057525000,0.1758
203.48.63.129,<->,0.195.210.46,0,0,7,2298,7,2298,0.057445000,1.0680
106.149.180.120,<->,92.27.219.232,0,0,7,8108,7,8108,0.056660000,1.6215
142.43.185.21,<->,8.20.87.206,0,0,7,1544,7,1544,0.056597000,1.2685
136.25.188.254,<->,106.188.236.202,7,1565,0,0,7,1565,0.056130000,0.1493
97.27.254.35,<->,8.52.249.97,0,0,7,7926,7,7926,0.056112000,1.9155
215.158.239.70,<->,204.58.49.172,7,2127,0,0,7,2127,0.055354000,1.8068
113.192.25.253,<->,92.27.219.32,0,0,7,700,7,700,0.055166000,1.7685
142.253.81.150,<->,136.25.188.198,0,0,7,1101,7,1101,0.055160000,0.4432
69.103.121.183,<->,8.252.222.62,0,0,7,978,7,978,0.054149000,0.5888
215.158.239.87,<->,204.56.124.43,7,695,0,0,7,695,0.052886000,0.6911
109.214.180.166,<->,8.52.189.207,0,0,7,707,7,707,0.051537000,0.2437
117.35.5.6,<->,92.27.219.150,0,0,7,6309,7,6309,0.051068000,1.6493
215.158.140.172,<->,8.222.7.181,7,4087,0,0,7,4087,0.050436000,1.9460
130.173.241.227,<->,50.224.76.234,0,0,7,350,7,350,0.050370000,0.0690
215.158.239.57,<->,204.3.233.160,7,492,0,0,7,492,0.050354000,0.0002
216.103.79.133,<->,50.224.49.195,0,0,7,350,7,350,0.050101000,1.6798
215.158.239.95,<->,196.1.176.218,7,392,0,0,7,392,0.049701000,1.1800
196.245.114.205,<->,136.25.188.225,0,0,7,404,7,404,0.049573000,0.5763
215.158.239.57,<->,204.1.250.252,7,1208,0,0,7,1208,0.049239000,1.3960
133.135.201.113,<->,129.6.83.6,0,0,7,1535,7,1535,0.048689000,0.5126
215.158.239.49,<->,207.228.254.5,7,1334,0,0,7,1334,0.048347000,0.5190
215.158.239.56,<->,199.20.28.86,7,2445,0,0,7,2445,0.047927000,1.6590
217.184.226.130,<->,139.163.17.164,0,0,7,350,7,350,0.047850000,1.7232
152.100.10.249,<->,139.163.96.94,0,0,7,350,7,350,0.046749000,1.9354
146.149.77.200,<->,8.252.221.236,0,0,7,758,7,758,0.045564000,1.8026
138.98.250.43,<->,22.5.178.18,7,392,0,0,7,392,0.045046000,1.5988
215.158.238.121,<->,8.222.109.106,7,416,0,0,7,416,0.044377000,1.8724
215.158.239.79,<->,199.20.28.197,7,592,0,0,7,592,0.044347000,1.8996
192.67.143.126,<->,144.253.55.185,7,10191,0,0,7,10191,0.044206000,1.6800
8.182.235.164,<->,6.242.52.183,7,848,0,0,7,848,0.043873000,1.4662
136.25.188.173,<->,133.103.34.36,7,977,0,0,7,977,0.043607000,0.6858
192.204.170.201,<->,136.25.188.44,0,0,7,2786,7,2786,0.043478000,1.9312
215.158.238.243,<->,8.192.205.90,7,1384,0,0,7,1384,0.043118000,1.8066
136.25.188.198,<->,131.1.232.133,7,2194,0,0,7,2194,0.042743000,0.3107
136.25.189.87,<->,56.28.207.196,7,8227,0,0,7,8227,0.042685000,0.4254
215.158.239.50,<->,196.90.95.190,7,1803,0,0,7,1803,0.042633000,1.6396
111.40.65.206,<->,50.224.121.236,0,0,7,410,7,410,0.042485000,0.3274
159.57.90.68,<->,97.149.91.221,0,0,7,4880,7,4880,0.041157000,0.2184
133.178.227.19,<->,29.211.228.168,7,416,0,0,7,416,0.041069000,0.0012
144.85.170.254,<->,98.87.146.17,7,392,0,0,7,392,0.040972000,1.8595
92.168.217.200,<->,50.136.162.200,7,647,0,0,7,647,0.040548000,0.3560
136.25.188.237,<->,99.192.168.153,7,4039,0,0,7,4039,0.039628000,1.0415
204.186.236.140,<->,136.25.188.227,0,0,7,464,7,464,0.039270000,1.6949
80.27.155.20,<->,66.245.119.19,7,4559,0,0,7,4559,0.039239000,1.2681
215.158.239.56,<->,199.15.8.170,7,2451,0,0,7,2451,0.038052000,1.1541
139.241.56.117,<->,6.72.35.95,0,0,7,10191,7,10191,0.036487000,1.6802
215.158.239.50,<->,143.135.157.252,7,1015,0,0,7,1015,0.035503000,0.8055
213.21.35.45,<->,8.220.201.55,0,0,7,1229,7,1229,0.034869000,0.3771
247.136.189.52,<->,139.241.56.117,7,10191,0,0,7,10191,0.034828000,1.6803
111.20.172.70,<->,101.224.89.158,0,0,7,822,7,822,0.034050000,1.9614
222.76.103.134,<->,106.5.208.176,7,2150,0,0,7,2150,0.033995000,1.6846
192.67.143.126,<->,144.253.55.184,7,10192,0,0,7,10192,0.033070000,1.6800
215.158.239.97,<->,207.63.195.37,7,472,0,0,7,472,0.033008000,0.4526
143.23.240.237,<->,136.25.188.222,0,0,7,1033,7,1033,0.032379000,0.8783
50.224.76.235,<->,29.220.119.83,7,5304,0,0,7,5304,0.031953000,0.3094
210.209.251.211,<->,111.147.160.100,0,0,7,6000,7,6000,0.031413000,0.1463
215.158.239.77,<->,207.61.17.38,7,695,0,0,7,695,0.029587000,1.5926
229.70.141.158,<->,139.163.71.245,0,0,7,368,7,368,0.029389000,1.7692
159.137.162.213,<->,112.9.227.40,7,953,0,0,7,953,0.028892000,0.6906
143.227.65.185,<->,133.178.226.18,0,0,7,2722,7,2722,0.028243000,1.7222
215.158.238.176,<->,140.174.84.229,7,392,0,0,7,392,0.027929000,0.0021
133.178.226.28,<->,126.219.58.56,7,1533,0,0,7,1533,0.026464000,0.5344
215.158.140.228,<->,97.125.210.250,7,1465,0,0,7,1465,0.026439000,0.3298
146.224.6.9,<->,8.252.222.38,0,0,7,607,7,607,0.024086000,0.3411
136.25.189.90,<->,96.156.169.212,7,392,0,0,7,392,0.022891000,0.0013
54.37.5.99,<->,48.53.38.95,0,0,7,3648,7,3648,0.022113000,1.1230
220.82.24.60,<->,198.196.222.46,7,1214,0,0,7,1214,0.020597000,1.9193
215.158.238.132,<->,105.193.33.72,7,392,0,0,7,392,0.019802000,0.0016
195.15.42.188,<->,136.25.188.253,0,0,7,1282,7,1282,0.019545000,0.6770
215.158.140.231,<->,131.144.116.10,7,3485,0,0,7,3485,0.019022000,1.8338
127.86.88.161,<->,80.41.12.225,0,0,7,1241,7,1241,0.018838000,0.4874
215.158.239.79,<->,199.20.31.125,7,1270,0,0,7,1270,0.018192000,0.8100
99.187.125.122,<->,8.20.87.10,0,0,7,6548,7,6548,0.017982000,0.0229
220.28.85.14,<->,136.25.189.24,0,0,7,3606,7,3606,0.017140000,0.1462
207.173.69.109,<->,136.25.188.209,0,0,7,660,7,660,0.016618000,1.1589
215.158.238.33,<->,8.190.216.221,7,3010,0,0,7,3010,0.016427000,1.8609
215.158.239.229,<->,145.180.135.157,7,1228,0,0,7,1228,0.014634000,1.4858
143.132.21.98,<->,136.25.188.178,0,0,7,350,7,350,0.014534000,1.1028
136.25.189.15,<->,126.219.190.168,7,1871,0,0,7,1871,0.014462000,0.5685
17.41.75.11,<->,8.220.200.124,0,0,7,694,7,694,0.014199000,0.5219
195.5.201.107,<->,136.25.188.45,0,0,7,1221,7,1221,0.013922000,1.1297
196.248.235.165,<->,50.223.3.228,0,0,7,350,7,350,0.013818000,1.7507
252.98.135.226,<->,106.5.211.7,7,506,0,0,7,506,0.012781000,1.2225
215.158.239.76,<->,199.20.31.88,7,1920,0,0,7,1920,0.012569000,1.7760
139.33.175.144,<->,97.126.106.44,0,0,7,9022,7,9022,0.012501000,0.1640
111.20.172.70,<->,101.224.89.225,0,0,7,852,7,852,0.010975000,1.9865
215.158.239.92,<->,207.191.103.111,7,630,0,0,7,630,0.010952000,1.2504
215.158.140.92,<->,126.219.246.166,7,2438,0,0,7,2438,0.010061000,0.6953
196.87.7.181,<->,136.25.188.253,0,0,7,453,7,453,0.009819000,0.2197
215.158.239.76,<->,192.224.21.49,7,4039,0,0,7,4039,0.009098000,1.0568
80.40.56.250,<->,68.71.78.234,7,440,0,0,7,440,0.008231000,1.8704
215.158.238.149,<->,142.234.196.187,7,2994,0,0,7,2994,0.007557000,1.7877
133.54.43.73,<->,66.58.73.31,7,392,0,0,7,392,0.007396000,0.4800
215.158.239.50,<->,142.207.238.136,7,392,0,0,7,392,0.007392000,1.9427
195.4.240.84,<->,136.25.188.198,0,0,7,350,7,350,0.007058000,0.0340
159.23.130.167,<->,133.178.226.60,0,0,7,392,7,392,0.006833000,0.0003
89.204.29.47,<->,8.182.226.78,0,0,7,2219,7,2219,0.006527000,0.5241
215.158.238.95,<->,120.154.221.233,7,2882,0,0,7,2882,0.005938000,1.8298
195.6.148.119,<->,136.25.188.209,0,0,7,389,7,389,0.005391000,0.9398
239.66.110.113,<->,203.215.177.36,0,0,7,791,7,791,0.005369000,1.9024
231.140.171.197,<->,215.158.239.49,0,0,7,1343,7,1343,0.004918000,0.3444
215.158.239.85,<->,204.3.95.160,7,763,0,0,7,763,0.003597000,1.8101
98.236.206.251,<->,84.202.238.91,7,1757,0,0,7,1757,0.003551000,1.9400
215.158.239.50,<->,195.14.19.52,7,350,0,0,7,350,0.003469000,0.1296
195.42.218.20,<->,136.25.188.222,0,0,7,368,7,368,0.002537000,0.3223
215.158.239.95,<->,196.95.88.122,7,392,0,0,7,392,0.002514000,0.0401
195.13.143.222,<->,136.25.188.55,0,0,7,476,7,476,0.002472000,0.0488
215.158.239.56,<->,199.20.31.20,7,440,0,0,7,440,0.001651000,1.0916
192.204.170.235,<->,133.178.227.79,0,0,7,2664,7,2664,0.001438000,1.8655
139.163.96.127,<->,106.224.58.59,7,362,0,0,7,362,0.001178000,1.8100
142.244.103.49,<->,136.25.188.176,0,0,7,392,7,392,0.001108000,0.0158
215.158.239.56,<->,195.83.43.138,7,392,0,0,7,392,0.000426000,0.0599
111.20.172.70,<->,33.233.141.83,0,0,7,1004,7,1004,0.000282000,1.9978
215.158.34.122,<->,8.252.222.181,0,0,7,8226,7,8226,0.000224000,0.0053
215.158.6.215,<->,133.178.227.76,0,0,7,2549,7,2549,0.000044000,0.9797
102.232.21.59,<->,8.49.69.216,6,4560,0,0,6,4560,1.961088000,0.0381
143.20.129.111,<->,136.25.188.253,0,0,6,400,6,400,1.958031000,0.0162
8.55.223.68,<->,6.228.54.9,0,0,6,4490,6,4490,1.956352000,0.0384
215.158.238.96,<->,192.224.20.32,6,1621,0,0,6,1621,1.952342000,0.0373
215.158.238.163,<->,126.219.234.254,6,336,0,0,6,336,1.946713000,0.0001
202.33.86.90,<->,136.25.188.209,0,0,6,412,6,412,1.942494000,0.0000
215.158.239.99,<->,199.106.249.160,6,412,0,0,6,412,1.942407000,0.0001
136.25.188.234,<->,56.51.205.162,6,6821,0,0,6,6821,1.936775000,0.0081
142.236.24.52,<->,136.25.188.177,0,0,6,412,6,412,1.934623000,0.0169
215.158.61.192,<->,8.176.8.179,0,0,6,4635,6,4635,1.918252000,0.0311
133.8.10.153,<->,33.233.141.116,0,0,6,7838,6,7838,1.914357000,0.0001
215.158.2.9,<->,133.178.226.247,0,0,6,1125,6,1125,1.913238000,0.0548
196.88.7.49,<->,136.25.188.237,0,0,6,412,6,412,1.912209000,0.0044
233.169.19.77,<->,136.25.188.199,0,0,6,908,6,908,1.903766000,0.0587
136.25.188.235,<->,133.56.180.20,6,5749,0,0,6,5749,1.896533000,0.0768
231.136.241.241,<->,136.25.188.241,0,0,6,400,6,400,1.885194000,0.0800
136.25.189.52,<->,96.156.169.224,6,6668,0,0,6,6668,1.882468000,0.0723
202.33.44.121,<->,136.25.188.178,0,0,6,412,6,412,1.878822000,0.0037
195.5.131.126,<->,136.25.188.160,0,0,6,400,6,400,1.877772000,0.0130
89.204.117.248,<->,8.182.252.86,0,0,6,837,6,837,1.874757000,0.0476
101.71.1.223,<->,50.224.76.234,0,0,6,5049,6,5049,1.871019000,0.0763
204.200.39.243,<->,136.25.188.255,0,0,6,400,6,400,1.869896000,0.0098
234.182.161.111,<->,97.126.31.66,0,0,6,671,6,671,1.868315000,0.0776
215.158.239.48,<->,196.90.192.14,6,412,0,0,6,412,1.865805000,0.1203
136.25.188.209,<->,50.150.173.171,6,349,0,0,6,349,1.861441000,0.0274
109.222.252.103,<->,109.57.161.32,6,5552,0,0,6,5552,1.860529000,0.1108
215.158.238.51,<->,129.222.36.146,6,3062,0,0,6,3062,1.857796000,0.0275
132.249.70.208,<->,98.197.185.18,6,492,0,0,6,492,1.855719000,0.0418
246.254.97.104,<->,210.209.251.214,6,886,0,0,6,886,1.848691000,0.0782
247.136.159.39,<->,136.152.91.130,6,3980,0,0,6,3980,1.838953000,0.0774
192.224.20.57,<->,136.25.188.140,0,0,6,1557,6,1557,1.837580000,0.0618
215.158.238.93,<->,99.192.168.160,6,666,0,0,6,666,1.830024000,0.1169
215.158.239.87,<->,143.42.43.107,6,441,0,0,6,441,1.828450000,0.0178
136.25.189.43,<->,98.219.126.140,6,2387,0,0,6,2387,1.820891000,0.1631
136.25.188.199,<->,61.34.33.254,6,412,0,0,6,412,1.820848000,0.0019
127.106.219.2,<->,0.195.210.46,0,0,6,597,6,597,1.819588000,0.1677
143.44.28.196,<->,136.25.188.199,0,0,6,412,6,412,1.818349000,0.0158
26.223.52.82,<->,8.220.190.86,0,0,6,1046,6,1046,1.815161000,0.0439
215.158.239.86,<->,196.1.105.243,6,412,0,0,6,412,1.806732000,0.0400
199.71.10.244,<->,136.25.188.238,0,0,6,1227,6,1227,1.806550000,0.0708
133.178.226.28,<->,124.72.94.156,6,1525,0,0,6,1525,1.798407000,0.1472
144.72.193.17,<->,101.70.109.51,0,0,6,4241,6,4241,1.790865000,0.1848
158.199.107.170,<->,50.224.76.234,0,0,6,4771,6,4771,1.789185000,0.1954
221.102.56.46,<->,192.65.60.185,0,0,6,4844,6,4844,1.788866000,0.1695
215.158.238.95,<->,158.85.46.218,6,1545,0,0,6,1545,1.788765000,0.1651
